Column1.model,Column1.key,Column1.analysis.sentiment.level,Column1.analysis.sarcasm.level,Column1.analysis.comfort.level,Column1.analysis.value.level,Column1.analysis.facilities.level,Column1.analysis.location.level,Column1.analysis.staff.level,Column1.analysis.cleanliness.level,Column1.analysis.food.level
gemma3_4b,339,正面,未提及,未提及,好,好,好,未提及,好,未提及
gemma3_4b,340,負面,未提及,非常差,一般,一般,未提及,好,非常差,未提及
gemma3_4b,341,非常負面,未提及,非常差,差,非常差,未提及,差,非常差,未提及
gemma3_4b,342,非常負面,未提及,非常差,非常差,非常差,好,一般,非常差,未提及
gemma3_4b,343,正面,未提及,好,未提及,好,好,好,好,未提及
gemma3_4b,344,非常負面,未提及,非常差,差,非常差,一般,一般,差,未提及
gemma3_4b,345,正面,未提及,好,一般,一般,好,未提及,未提及,未提及
gemma3_4b,346,負面,未提及,好,一般,好,差,好,未提及,差
gemma3_4b,347,正面,未提及,好,一般,好,一般,一般,好,一般
gemma3_4b,348,正面,未提及,好,非常差,好,一般,非常好,一般,非常好
gemma3_4b,349,負面,未提及,差,一般,一般,一般,一般,未提及,未提及
gemma3_4b,350,正面,未提及,非常好,好,非常好,未提及,好,非常好,未提及
gemma3_4b,351,正面,未提及,好,一般,好,一般,好,一般,好
gemma3_4b,352,負面,未提及,非常差,差,非常差,未提及,未提及,差,未提及
gemma3_4b,353,正面,未提及,好,好,好,好,好,好,未提及
gemma3_4b,354,正面,未提及,非常好,非常好,非常好,非常好,好,一般,非常好
gemma3_4b,355,正面,未提及,好,一般,好,一般,一般,差,好
gemma3_4b,356,正面,未提及,好,一般,一般,好,好,好,未提及
gemma3_4b,357,非常負面,未提及,非常差,非常差,非常差,未提及,差,非常差,未提及
gemma3_4b,358,非常負面,有反諷,差,差,差,未提及,差,一般,一般
gemma3_4b,359,正面,未提及,好,一般,好,好,一般,差,未提及
gemma3_4b,360,負面,未提及,差,好,一般,好,一般,差,未提及
gemma3_4b,361,正面,未提及,好,未提及,好,未提及,未提及,未提及,未提及
gemma3_4b,362,正面,未提及,好,好,一般,未提及,好,未提及,未提及
gemma3_4b,363,正面,未提及,好,一般,好,好,好,一般,未提及
gemma3_4b,364,非常負面,未提及,非常差,非常差,非常差,未提及,非常差,非常差,未提及
gemma3_4b,365,正面,未提及,一般,好,一般,未提及,一般,一般,未提及
gemma3_4b,366,正面,未提及,好,非常好,好,一般,未提及,一般,好
gemma3_4b,367,正面,未提及,好,一般,未提及,未提及,好,未提及,未提及
gemma3_4b,368,正面,未提及,好,一般,好,好,好,未提及,未提及
gemma3_4b,369,非常負面,未提及,非常差,非常差,非常差,未提及,未提及,未提及,未提及
gemma3_4b,370,非常負面,有反諷,非常差,非常差,非常差,一般,未提及,非常差,未提及
gemma3_4b,371,正面,未提及,好,一般,好,好,好,未提及,好
gemma3_4b,372,正面,未提及,好,一般,好,未提及,未提及,好,好
gemma3_4b,373,正面,未提及,好,一般,好,好,一般,一般,未提及
gemma3_4b,374,非常負面,未提及,非常差,非常差,非常差,一般,非常差,非常差,未提及
gemma3_4b,375,正面,未提及,好,非常好,一般,一般,未提及,好,未提及
gemma3_4b,376,非常負面,未提及,非常差,非常差,非常差,未提及,非常差,未提及,未提及
gemma3_4b,377,非常負面,有反諷,非常差,非常差,非常差,未提及,一般,非常差,未提及
gemma3_4b,378,正面,未提及,好,差,好,差,一般,差,未提及
gemma3_4b,379,非常負面,有反諷,非常差,非常差,非常差,未提及,非常差,非常差,未提及
gemma3_4b,380,正面,未提及,好,非常差,好,好,好,好,未提及
gemma3_4b,381,非常負面,未提及,非常差,非常差,非常差,未提及,一般,非常差,未提及
gemma3_4b,382,非常負面,未提及,非常差,差,未提及,未提及,非常差,未提及,未提及
gemma3_4b,383,正面,未提及,一般,一般,未提及,未提及,好,未提及,未提及
gemma3_4b,384,負面,未提及,差,一般,差,好,未提及,未提及,未提及
gemma3_4b,386,正面,未提及,好,一般,一般,未提及,未提及,未提及,好
gemma3_4b,387,非常負面,有反諷,非常差,非常差,差,差,非常差,一般,未提及
gemma3_4b,388,非常負面,未提及,未提及,差,未提及,未提及,未提及,未提及,未提及
gemma3_4b,389,正面,未提及,好,好,好,一般,好,好,一般
gemma3_4b,390,正面,未提及,好,一般,好,好,未提及,好,未提及
gemma3_4b,391,正面,未提及,好,一般,好,好,未提及,未提及,未提及
gemma3_4b,392,非常負面,未提及,非常差,非常差,非常差,一般,非常差,非常差,未提及
gemma3_4b,393,非常負面,未提及,非常差,差,非常差,未提及,未提及,非常差,未提及
gemma3_4b,394,正面,未提及,好,好,好,未提及,好,未提及,未提及
gemma3_4b,395,正面,未提及,一般,一般,好,好,一般,好,未提及
gemma3_4b,396,正面,未提及,好,一般,好,好,好,好,未提及
gemma3_4b,397,正面,未提及,非常好,一般,非常好,好,非常好,未提及,未提及
gemma3_4b,398,正面,未提及,非常好,好,好,好,未提及,未提及,未提及
gemma3_4b,399,正面,未提及,一般,一般,好,好,好,未提及,未提及
gemma3_27b,0,正面,未提及,好,好,好,好,非常好,未提及,未提及
gemma3_27b,1,正面,未提及,好,好,好,非常好,好,好,未提及
gemma3_27b,2,正面,未提及,好,好,一般,非常好,未提及,未提及,未提及
gemma3_27b,3,非常負面,未提及,未提及,未提及,未提及,未提及,非常差,未提及,未提及
gemma3_27b,4,正面,未提及,好,未提及,好,好,好,好,未提及
gemma3_27b,5,負面,有反諷,差,未提及,差,差,未提及,未提及,未提及
gemma3_27b,6,正面,未提及,好,好,一般,一般,非常好,一般,差
gemma3_27b,7,負面,未提及,差,未提及,一般,未提及,差,差,未提及
gemma3_27b,8,正面,未提及,好,好,一般,非常好,好,好,未提及
gemma3_27b,9,正面,未提及,差,一般,一般,好,一般,未提及,好
gemma3_27b,10,正面,未提及,一般,好,一般,非常好,未提及,未提及,未提及
gemma3_27b,11,非常正面,未提及,非常好,非常好,好,非常好,非常好,一般,非常好
gemma3_27b,12,非常負面,未提及,非常差,差,差,未提及,未提及,非常差,未提及
gemma3_27b,13,正面,未提及,好,未提及,未提及,未提及,非常好,好,未提及
gemma3_27b,14,負面,未提及,差,一般,一般,未提及,非常差,差,未提及
gemma3_27b,15,負面,未提及,差,非常差,差,未提及,未提及,未提及,未提及
gemma3_27b,16,負面,未提及,差,差,差,未提及,差,未提及,未提及
gemma3_27b,17,非常正面,未提及,非常好,好,好,未提及,非常好,非常好,非常好
gemma3_27b,18,正面,未提及,好,好,一般,未提及,好,未提及,一般
gemma3_27b,19,負面,未提及,差,差,差,好,好,差,未提及
gemma3_27b,20,非常負面,未提及,非常差,非常差,非常差,未提及,未提及,非常差,未提及
gemma3_27b,21,正面,未提及,好,未提及,好,好,非常好,未提及,未提及
gemma3_27b,22,負面,未提及,非常差,差,差,未提及,非常差,一般,未提及
gemma3_27b,23,正面,未提及,好,好,好,未提及,好,非常好,非常好
gemma3_27b,24,正面,未提及,好,未提及,未提及,未提及,未提及,未提及,未提及
gemma3_27b,25,正面,未提及,非常好,非常好,好,一般,差,好,未提及
gemma3_27b,26,負面,未提及,一般,未提及,未提及,一般,好,非常差,未提及
gemma3_27b,27,負面,未提及,差,差,差,未提及,差,差,未提及
gemma3_27b,28,正面,未提及,一般,未提及,好,非常好,好,好,未提及
gemma3_27b,29,正面,未提及,差,好,一般,好,未提及,未提及,未提及
gemma3_27b,30,負面,未提及,一般,差,一般,未提及,非常差,未提及,未提及
gemma3_27b,31,負面,未提及,差,差,差,未提及,未提及,差,未提及
gemma3_27b,32,正面,未提及,好,好,好,好,好,好,好
gemma3_27b,33,中立,未提及,一般,未提及,好,未提及,未提及,差,未提及
gemma3_27b,34,正面,未提及,好,未提及,好,好,好,好,未提及
gemma3_27b,35,非常負面,未提及,非常差,差,未提及,未提及,非常差,非常差,非常差
gemma3_27b,36,非常正面,未提及,非常好,好,好,非常好,非常好,好,未提及
gemma3_27b,37,正面,未提及,好,一般,一般,一般,差,好,未提及
gemma3_27b,38,正面,未提及,好,好,一般,非常好,好,好,未提及
gemma3_27b,39,負面,未提及,差,一般,差,未提及,差,一般,未提及
gemma3_27b,40,非常負面,未提及,非常差,非常差,差,差,一般,差,未提及
gemma3_27b,41,正面,未提及,一般,好,未提及,好,未提及,好,未提及
gemma3_27b,42,正面,未提及,好,未提及,好,未提及,未提及,未提及,未提及
gemma3_27b,43,正面,未提及,好,未提及,好,未提及,非常好,未提及,未提及
gemma3_27b,44,正面,未提及,非常好,未提及,未提及,好,好,未提及,未提及
gemma3_27b,45,負面,未提及,差,差,一般,未提及,差,未提及,未提及
gemma3_27b,46,正面,未提及,非常好,好,好,非常好,好,好,未提及
gemma3_27b,47,正面,未提及,好,好,一般,好,未提及,好,好
gemma3_27b,48,正面,未提及,好,好,未提及,未提及,未提及,未提及,未提及
gemma3_27b,49,正面,未提及,一般,未提及,一般,好,好,未提及,未提及
gemma3_27b,50,正面,未提及,一般,好,未提及,好,好,未提及,未提及
gemma3_27b,51,正面,未提及,好,好,一般,好,好,好,好
gemma3_27b,52,非常負面,未提及,非常差,非常差,差,未提及,差,差,差
gemma3_27b,53,正面,未提及,差,未提及,未提及,好,非常好,差,未提及
gemma3_27b,54,負面,未提及,差,一般,一般,未提及,差,未提及,未提及
gemma3_27b,55,正面,未提及,好,好,好,未提及,未提及,未提及,未提及
gemma3_27b,56,正面,未提及,好,好,一般,好,未提及,未提及,非常好
gemma3_27b,57,負面,未提及,未提及,差,一般,未提及,差,未提及,未提及
gemma3_27b,58,負面,未提及,差,好,一般,好,未提及,非常差,未提及
gemma3_27b,59,正面,未提及,差,一般,好,一般,未提及,未提及,好
gemma3_27b,60,負面,未提及,一般,未提及,差,未提及,差,未提及,未提及
gemma3_27b,61,負面,未提及,好,未提及,好,未提及,非常差,未提及,差
gemma3_27b,62,正面,未提及,好,好,好,一般,好,好,未提及
gemma3_27b,63,正面,未提及,好,未提及,一般,一般,非常好,好,未提及
gemma3_27b,64,負面,未提及,差,未提及,一般,未提及,未提及,一般,未提及
gemma3_27b,65,正面,未提及,一般,好,一般,未提及,未提及,未提及,未提及
gemma3_27b,66,負面,未提及,差,差,差,未提及,差,一般,未提及
gemma3_27b,67,正面,未提及,好,好,好,一般,好,未提及,一般
gemma3_27b,68,負面,未提及,差,差,一般,未提及,非常差,一般,未提及
gemma3_27b,69,正面,未提及,好,未提及,好,未提及,未提及,未提及,好
gemma3_27b,70,非常正面,未提及,非常好,好,未提及,未提及,非常好,好,未提及
gemma3_27b,71,正面,未提及,好,非常好,好,好,未提及,好,未提及
gemma3_27b,72,正面,未提及,未提及,未提及,未提及,未提及,好,好,未提及
gemma3_27b,73,正面,未提及,未提及,未提及,未提及,未提及,非常好,未提及,未提及
gemma3_27b,74,正面,未提及,好,好,好,一般,好,未提及,未提及
gemma3_27b,75,非常正面,未提及,非常好,非常好,好,好,非常好,好,未提及
gemma3_27b,76,正面,有反諷,好,好,一般,非常好,好,未提及,未提及
gemma3_27b,77,正面,未提及,好,差,一般,好,好,未提及,差
gemma3_27b,78,正面,未提及,好,未提及,好,未提及,非常好,未提及,未提及
gemma3_27b,79,正面,未提及,差,未提及,好,好,未提及,一般,未提及
gemma3_27b,80,非常負面,未提及,未提及,未提及,未提及,未提及,非常差,未提及,未提及
gemma3_27b,81,正面,未提及,一般,未提及,未提及,未提及,好,好,未提及
gemma3_27b,82,正面,未提及,未提及,未提及,好,好,非常好,未提及,好
gemma3_27b,83,正面,未提及,好,好,一般,未提及,好,好,未提及
gemma3_27b,84,正面,未提及,好,未提及,非常好,一般,未提及,未提及,未提及
gemma3_27b,85,負面,未提及,差,未提及,差,未提及,未提及,未提及,未提及
gemma3_27b,86,正面,未提及,好,好,一般,好,非常好,未提及,好
gemma3_27b,87,正面,未提及,好,未提及,好,一般,好,好,好
gemma3_27b,88,非常負面,未提及,非常差,差,非常差,未提及,未提及,非常差,未提及
gemma3_27b,89,正面,未提及,一般,好,一般,好,好,未提及,未提及
gemma3_27b,90,非常負面,未提及,非常差,差,非常差,未提及,差,差,未提及
gemma3_27b,91,正面,未提及,非常好,好,非常好,非常好,非常好,未提及,非常好
gemma3_27b,92,正面,未提及,好,好,好,好,非常好,未提及,未提及
gemma3_27b,93,負面,未提及,差,未提及,一般,差,未提及,未提及,未提及
gemma3_27b,94,正面,未提及,好,好,好,好,非常好,未提及,未提及
gemma3_27b,95,正面,未提及,非常好,好,非常好,非常好,好,好,好
gemma3_27b,96,負面,未提及,一般,未提及,未提及,未提及,非常差,未提及,未提及
gemma3_27b,97,正面,未提及,差,好,一般,好,好,未提及,未提及
gemma3_27b,98,負面,未提及,差,一般,差,好,一般,未提及,未提及
gemma3_27b,99,正面,未提及,好,好,未提及,好,好,好,好
gemma3_27b,100,中立,未提及,未提及,未提及,未提及,好,好,未提及,未提及
gemma3_27b,101,正面,未提及,未提及,未提及,未提及,好,非常好,好,未提及
gemma3_27b,102,正面,未提及,一般,好,未提及,未提及,好,未提及,好
gemma3_27b,103,正面,未提及,好,未提及,一般,非常好,未提及,好,未提及
gemma3_27b,104,非常負面,未提及,未提及,未提及,未提及,未提及,非常差,未提及,未提及
gemma3_27b,105,正面,未提及,好,好,好,未提及,未提及,好,未提及
gemma3_27b,106,負面,未提及,差,差,差,未提及,未提及,差,未提及
gemma3_27b,107,負面,未提及,差,未提及,未提及,未提及,好,差,未提及
gemma3_27b,108,正面,未提及,一般,差,差,好,好,一般,好
gemma3_27b,109,負面,有反諷,好,非常好,好,未提及,非常好,好,未提及
gemma3_27b,110,中立,未提及,一般,未提及,好,未提及,未提及,一般,好
gemma3_27b,111,非常正面,未提及,非常好,非常好,好,好,非常好,未提及,非常好
gemma3_27b,112,非常正面,未提及,非常好,好,好,未提及,非常好,好,好
gemma3_27b,113,正面,未提及,一般,好,好,好,好,未提及,未提及
gemma3_27b,114,負面,未提及,差,一般,差,一般,差,未提及,未提及
gemma3_27b,115,正面,未提及,一般,未提及,好,好,未提及,未提及,未提及
gemma3_27b,116,正面,未提及,好,好,好,未提及,未提及,未提及,未提及
gemma3_27b,117,正面,未提及,非常好,好,好,一般,非常好,好,未提及
gemma3_27b,118,正面,未提及,好,好,好,未提及,非常好,未提及,好
gemma3_27b,119,負面,未提及,一般,差,一般,未提及,好,未提及,差
gemma3_27b,120,負面,未提及,差,一般,一般,未提及,未提及,未提及,差
gemma3_27b,121,正面,未提及,好,未提及,未提及,未提及,非常好,未提及,未提及
gemma3_27b,122,正面,未提及,一般,未提及,未提及,未提及,未提及,好,未提及
gemma3_27b,123,非常負面,未提及,非常差,差,差,非常好,一般,非常差,未提及
gemma3_27b,124,正面,未提及,好,未提及,未提及,好,好,未提及,一般
gemma3_27b,125,正面,未提及,非常好,未提及,一般,未提及,一般,非常好,未提及
gemma3_27b,126,正面,未提及,一般,好,一般,非常好,未提及,好,未提及
gemma3_27b,127,負面,未提及,非常差,差,非常差,一般,差,差,未提及
gemma3_27b,128,正面,未提及,差,好,一般,好,好,一般,未提及
gemma3_27b,129,負面,未提及,差,差,一般,未提及,非常差,未提及,未提及
gemma3_27b,130,非常負面,未提及,非常差,差,差,未提及,非常差,未提及,未提及
gemma3_27b,131,正面,未提及,非常好,好,好,一般,非常好,非常好,非常好
gemma3_27b,132,中立,未提及,差,差,一般,好,一般,差,未提及
gemma3_27b,133,正面,未提及,好,未提及,未提及,好,未提及,未提及,未提及
gemma3_27b,134,負面,未提及,差,差,差,好,好,非常差,未提及
gemma3_27b,135,正面,未提及,好,未提及,好,好,好,好,未提及
gemma3_27b,136,正面,未提及,好,非常好,一般,非常好,好,未提及,未提及
gemma3_27b,137,非常負面,未提及,非常差,差,差,未提及,差,差,未提及
gemma3_27b,138,非常負面,未提及,非常差,差,非常差,差,未提及,差,未提及
gemma3_27b,139,負面,未提及,差,一般,好,好,差,未提及,未提及
gemma3_27b,140,正面,未提及,好,好,一般,未提及,好,好,未提及
gemma3_27b,141,非常正面,未提及,非常好,非常好,非常好,非常好,非常好,非常好,好
gemma3_27b,142,正面,未提及,好,好,一般,非常好,非常好,好,未提及
gemma3_27b,143,正面,未提及,一般,好,好,好,未提及,未提及,好
gemma3_27b,144,非常負面,未提及,非常差,非常差,非常差,未提及,未提及,非常差,未提及
gemma3_27b,145,正面,未提及,好,非常好,好,未提及,未提及,未提及,未提及
gemma3_27b,146,正面,未提及,好,未提及,好,未提及,未提及,未提及,未提及
gemma3_27b,147,正面,未提及,好,非常好,好,未提及,未提及,未提及,未提及
gemma3_27b,148,負面,未提及,非常差,非常差,差,未提及,差,差,未提及
gemma3_27b,149,正面,未提及,好,非常好,好,好,好,好,好
gemma3_27b,150,負面,未提及,差,未提及,未提及,未提及,差,未提及,未提及
gemma3_27b,151,正面,未提及,一般,好,好,一般,未提及,未提及,未提及
gemma3_27b,152,非常正面,未提及,好,未提及,好,非常好,非常好,未提及,未提及
gemma3_27b,153,非常負面,未提及,非常差,差,一般,未提及,差,非常差,未提及
gemma3_27b,154,非常負面,有反諷,非常差,差,非常差,未提及,非常差,未提及,未提及
gemma3_27b,155,非常正面,未提及,未提及,好,好,非常好,非常好,未提及,未提及
gemma3_27b,156,正面,未提及,未提及,未提及,未提及,好,好,未提及,未提及
gemma3_27b,157,正面,未提及,好,非常好,一般,非常好,好,未提及,未提及
gemma3_27b,158,負面,未提及,差,差,差,未提及,未提及,非常差,未提及
gemma3_27b,159,正面,未提及,差,好,一般,好,好,差,未提及
gemma3_27b,160,負面,未提及,差,差,一般,一般,非常差,未提及,未提及
gemma3_27b,161,負面,未提及,差,差,一般,未提及,差,非常差,未提及
gemma3_27b,162,負面,未提及,差,差,一般,未提及,非常差,一般,未提及
gemma3_27b,163,正面,未提及,好,好,好,好,好,非常差,好
gemma3_27b,164,負面,未提及,差,差,一般,未提及,未提及,非常差,未提及
gemma3_27b,165,負面,未提及,差,未提及,未提及,未提及,未提及,差,未提及
gemma3_27b,166,負面,未提及,好,一般,一般,好,一般,差,未提及
gemma3_27b,167,正面,未提及,好,好,好,非常好,好,好,好
gemma3_27b,168,正面,未提及,好,未提及,一般,差,好,好,未提及
gemma3_27b,169,非常正面,未提及,非常好,非常好,非常好,未提及,非常好,非常好,未提及
gemma3_27b,170,非常負面,未提及,非常差,非常差,非常差,未提及,差,非常差,未提及
gemma3_27b,171,非常正面,未提及,非常好,好,好,非常好,非常好,未提及,好
gemma3_27b,172,負面,未提及,一般,差,一般,未提及,差,未提及,未提及
gemma3_27b,173,中立,未提及,一般,好,一般,未提及,未提及,好,一般
gemma3_27b,174,正面,未提及,好,未提及,好,好,未提及,未提及,好
gemma3_27b,175,負面,未提及,差,差,差,好,一般,一般,未提及
gemma3_27b,176,正面,未提及,好,好,未提及,好,非常好,未提及,未提及
gemma3_27b,177,正面,未提及,好,非常好,一般,一般,非常好,未提及,好
gemma3_27b,178,負面,未提及,非常差,差,非常差,一般,未提及,非常差,好
gemma3_27b,179,正面,未提及,好,未提及,好,未提及,好,未提及,未提及
gemma3_27b,180,負面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
gemma3_27b,181,正面,未提及,好,一般,一般,好,未提及,好,未提及
gemma3_27b,182,正面,未提及,好,未提及,好,非常好,好,好,未提及
gemma3_27b,183,正面,未提及,好,好,好,非常好,非常好,好,好
gemma3_27b,184,非常正面,未提及,未提及,非常好,未提及,未提及,未提及,未提及,好
gemma3_27b,185,正面,未提及,一般,差,差,好,未提及,差,未提及
gemma3_27b,186,正面,未提及,一般,好,好,好,未提及,好,未提及
gemma3_27b,187,負面,未提及,差,未提及,未提及,好,差,未提及,未提及
gemma3_27b,188,正面,未提及,好,好,好,好,好,未提及,非常好
gemma3_27b,189,負面,未提及,差,差,一般,未提及,非常差,差,未提及
gemma3_27b,190,正面,未提及,差,未提及,一般,好,好,一般,未提及
gemma3_27b,191,正面,未提及,好,未提及,好,好,未提及,非常好,未提及
gemma3_27b,192,負面,未提及,差,差,差,未提及,好,一般,一般
gemma3_27b,193,負面,未提及,差,未提及,差,差,未提及,差,未提及
gemma3_27b,194,正面,未提及,好,好,一般,未提及,非常好,一般,未提及
gemma3_27b,195,負面,有反諷,非常差,差,非常差,未提及,一般,未提及,未提及
gemma3_27b,196,負面,未提及,差,一般,差,未提及,差,一般,差
gemma3_27b,197,正面,有反諷,一般,好,好,未提及,非常好,好,未提及
gemma3_27b,198,負面,未提及,差,差,一般,未提及,非常差,差,未提及
gemma3_27b,199,非常負面,未提及,差,非常差,未提及,未提及,非常差,未提及,未提及
gemma3_27b,200,非常正面,未提及,非常好,非常好,好,未提及,非常好,非常好,未提及
gemma3_27b,201,中立,未提及,好,未提及,差,未提及,未提及,好,一般
gemma3_27b,202,正面,未提及,好,好,好,一般,好,未提及,未提及
gemma3_27b,203,正面,未提及,好,好,好,非常好,非常好,非常好,未提及
gemma3_27b,204,正面,未提及,好,非常好,一般,未提及,未提及,好,未提及
gemma3_27b,205,正面,未提及,好,好,未提及,未提及,非常好,好,好
gemma3_27b,206,非常負面,未提及,差,差,差,未提及,非常差,未提及,未提及
gemma3_27b,207,正面,未提及,好,未提及,好,未提及,非常好,非常好,未提及
gemma3_27b,208,負面,有反諷,非常差,非常差,差,好,非常差,差,未提及
gemma3_27b,209,負面,未提及,非常差,差,一般,一般,未提及,差,未提及
gemma3_27b,210,非常負面,有反諷,未提及,未提及,未提及,未提及,非常差,未提及,未提及
gemma3_27b,211,正面,未提及,一般,好,好,好,好,未提及,未提及
gemma3_27b,212,負面,未提及,差,差,差,未提及,未提及,一般,未提及
gemma3_27b,213,負面,未提及,非常差,差,差,未提及,差,非常差,未提及
gemma3_27b,214,負面,未提及,差,差,一般,未提及,差,差,未提及
gemma3_27b,215,負面,未提及,差,差,差,未提及,非常差,差,差
gemma3_27b,216,正面,未提及,好,好,好,好,好,非常好,好
gemma3_27b,217,正面,未提及,好,好,好,未提及,非常好,好,好
gemma3_27b,218,正面,未提及,一般,好,一般,非常好,好,好,未提及
gemma3_27b,219,負面,未提及,一般,差,未提及,未提及,好,未提及,未提及
gemma3_27b,220,非常負面,未提及,非常差,差,差,未提及,非常差,一般,未提及
gemma3_27b,221,正面,未提及,好,非常好,好,非常好,非常好,好,好
gemma3_27b,222,負面,未提及,差,未提及,一般,差,未提及,未提及,未提及
gemma3_27b,223,負面,未提及,差,差,一般,未提及,差,一般,未提及
gemma3_27b,224,正面,未提及,一般,未提及,一般,好,好,好,未提及
gemma3_27b,225,中立,未提及,差,好,差,好,一般,好,未提及
gemma3_27b,226,正面,未提及,好,未提及,一般,未提及,未提及,未提及,未提及
gemma3_27b,227,正面,未提及,好,好,好,一般,好,未提及,好
gemma3_27b,228,正面,未提及,好,未提及,未提及,未提及,好,好,未提及
gemma3_27b,229,正面,未提及,好,未提及,好,好,非常好,好,未提及
gemma3_27b,230,正面,未提及,好,未提及,一般,好,好,未提及,未提及
gemma3_27b,231,負面,未提及,差,差,一般,好,非常差,未提及,未提及
gemma3_27b,232,非常負面,未提及,非常差,非常差,一般,未提及,非常差,未提及,未提及
gemma3_27b,233,正面,未提及,未提及,好,好,未提及,未提及,未提及,未提及
gemma3_27b,234,正面,未提及,好,好,一般,非常好,未提及,一般,未提及
gemma3_27b,235,非常正面,未提及,非常好,非常好,好,未提及,非常好,未提及,非常好
gemma3_27b,236,負面,未提及,差,非常差,一般,未提及,非常差,未提及,未提及
gemma3_27b,237,正面,未提及,好,好,好,好,非常好,一般,未提及
gemma3_27b,238,負面,未提及,差,差,差,未提及,非常差,未提及,好
gemma3_27b,239,正面,未提及,好,好,好,好,非常好,未提及,非常好
gemma3_27b,240,正面,未提及,非常好,好,非常好,好,好,好,未提及
gemma3_27b,241,非常正面,未提及,非常好,好,好,未提及,好,非常好,非常好
gemma3_27b,242,負面,未提及,非常差,未提及,一般,未提及,未提及,差,未提及
gemma3_27b,243,正面,未提及,非常好,非常好,非常好,未提及,未提及,未提及,好
gemma3_27b,244,正面,未提及,差,一般,差,好,未提及,未提及,未提及
gemma3_27b,245,正面,未提及,非常好,好,非常好,好,好,好,未提及
gemma3_27b,246,負面,未提及,差,差,一般,好,未提及,一般,未提及
gemma3_27b,247,正面,未提及,好,未提及,好,未提及,非常好,未提及,未提及
gemma3_27b,248,負面,未提及,差,差,一般,未提及,一般,差,未提及
gemma3_27b,249,正面,未提及,好,未提及,一般,未提及,差,未提及,未提及
gemma3_27b,250,非常正面,未提及,非常好,好,非常好,未提及,未提及,未提及,好
gemma3_27b,251,正面,未提及,一般,好,好,差,未提及,差,未提及
gemma3_27b,252,負面,未提及,差,未提及,差,未提及,一般,未提及,未提及
gemma3_27b,253,非常正面,未提及,非常好,好,好,未提及,非常好,未提及,未提及
gemma3_27b,254,正面,未提及,未提及,未提及,未提及,未提及,非常好,未提及,未提及
gemma3_27b,255,負面,未提及,差,一般,差,未提及,一般,一般,好
gemma3_27b,256,正面,未提及,一般,未提及,一般,未提及,未提及,未提及,未提及
gemma3_27b,257,負面,未提及,非常差,差,差,差,非常差,未提及,未提及
gemma3_27b,258,正面,未提及,好,未提及,好,好,未提及,好,未提及
gemma3_27b,259,負面,未提及,差,差,一般,未提及,好,未提及,一般
gemma3_27b,260,正面,未提及,好,好,一般,未提及,非常好,好,未提及
gemma3_27b,261,正面,未提及,一般,好,未提及,好,未提及,未提及,未提及
gemma3_27b,262,正面,未提及,好,非常好,一般,非常好,非常好,好,好
gemma3_27b,263,負面,未提及,差,差,一般,未提及,差,差,未提及
gemma3_27b,264,非常正面,未提及,好,好,好,非常好,非常好,好,未提及
gemma3_27b,265,正面,未提及,一般,未提及,好,未提及,未提及,好,未提及
gemma3_27b,266,正面,未提及,好,未提及,好,好,好,未提及,未提及
gemma3_27b,267,正面,未提及,非常好,好,好,好,非常好,未提及,未提及
gemma3_27b,268,負面,未提及,非常差,差,差,一般,未提及,未提及,未提及
gemma3_27b,269,正面,未提及,好,未提及,未提及,非常好,非常好,未提及,未提及
gemma3_27b,270,負面,未提及,差,好,一般,未提及,差,非常差,未提及
gemma3_27b,271,正面,未提及,好,好,一般,好,非常好,好,好
gemma3_27b,272,負面,未提及,差,差,一般,未提及,非常差,差,差
gemma3_27b,273,負面,未提及,差,差,差,未提及,一般,未提及,未提及
gemma3_27b,274,正面,未提及,好,未提及,一般,一般,好,差,好
gemma3_27b,275,正面,未提及,好,未提及,未提及,未提及,未提及,未提及,好
gemma3_27b,276,正面,未提及,一般,好,一般,非常好,好,一般,一般
gemma3_27b,277,正面,未提及,非常好,好,好,非常好,未提及,好,未提及
gemma3_27b,278,正面,未提及,好,好,好,好,好,一般,未提及
gemma3_27b,279,負面,未提及,一般,好,好,未提及,非常差,未提及,差
gemma3_27b,280,正面,未提及,未提及,未提及,未提及,好,未提及,未提及,未提及
gemma3_27b,281,正面,未提及,好,未提及,好,一般,未提及,一般,未提及
gemma3_27b,282,非常正面,未提及,非常好,好,好,好,非常好,非常好,好
gemma3_27b,283,正面,未提及,好,未提及,好,非常好,未提及,未提及,未提及
gemma3_27b,284,負面,未提及,差,差,差,未提及,一般,未提及,未提及
gemma3_27b,285,正面,未提及,好,好,一般,非常好,好,未提及,一般
gemma3_27b,286,正面,未提及,好,未提及,好,一般,好,好,未提及
gemma3_27b,287,中立,未提及,差,差,一般,好,未提及,一般,未提及
gemma3_27b,288,正面,未提及,未提及,未提及,好,非常好,未提及,未提及,好
gemma3_27b,289,正面,未提及,未提及,好,未提及,未提及,未提及,未提及,非常好
gemma3_27b,290,正面,未提及,好,好,好,一般,未提及,未提及,未提及
gemma3_27b,291,正面,未提及,未提及,未提及,未提及,好,未提及,未提及,未提及
gemma3_27b,292,正面,未提及,好,未提及,未提及,未提及,好,好,好
gemma3_27b,293,負面,未提及,差,差,一般,未提及,差,未提及,未提及
gemma3_27b,294,正面,未提及,非常好,好,未提及,未提及,非常好,未提及,未提及
